secs,cad,hr,km,kph,nm,watts,alt,lon,lat,headwind,slope,temp,interval,lrbalance,lte,rte,lps,rps,smo2,thb,o2hb,hhb
186,83,150,0.814955,16.2539,0,0,-6.8,54.43833900,24.53703740,0,0,-255,0,-255,0,0,0,0,0,0,0,0
187,83,150,0.819423,16.2114,0,0,-6.8,54.43835200,24.53707580,0,0,-255,0,-255,0,0,0,0,0,0,0,0
188,83,150,0.823891,16.1689,0,0,-6.8,54.43836500,24.53711420,0,0,-255,0,-255,0,0,0,0,0,0,0,0
189,83,150,0.828359,16.1265,0,0,-6.8,54.43837800,24.53715260,0,0,-255,0,-255,0,0,0,0,0,0,0,0
190,83,150,0.832827,16.084,0,0,-6.8,54.43839100,24.53719100,0,0,-255,0,-255,0,0,0,0,0,0,0,0
191,82,150,0.83726,16.043,0,0,-6.8,54.43840733,24.53722800,0,0,-255,0,-255,0,0,0,0,0,0,0,0
192,82,150,0.841694,16.0019,0,0,-6.8,54.43842367,24.53726500,0,0,-255,0,-255,0,0,0,0,0,0,0,0
193,82,150,0.846127,15.9608,0,0,-6.8,54.43844000,24.53730200,0,0,-255,0,-255,0,0,0,0,0,0,0,0
194,82,152,0.850505,15.9204,0,0,-6.84,54.43845800,24.53733780,0,-0.0913782,-255,0,-255,0,0,0,0,0,0,0,0
195,82,152,0.854882,15.8799,0,0,-6.88,54.43847600,24.53737360,0,-0.182756,-255,0,-255,0,0,0,0,0,0,0,0
196,82,152,0.859259,15.8395,0,0,-6.92,54.43849400,24.53740940,0,-0.274135,-255,0,-255,0,0,0,0,0,0,0,0
197,82,152,0.863637,15.7991,0,0,-6.96,54.43851200,24.53744520,0,-0.365513,-255,0,-255,0,0,0,0,0,0,0,0
198,82,152,0.868014,15.7587,0,0,-7,54.43853000,24.53748100,0,-0.456891,-255,0,-255,0,0,0,0,0,0,0,0
199,82,153,0.872361,15.7041,0,0,-7.1,54.43854800,24.53751650,0,-0.686929,-255,0,-255,0,0,0,0,0,0,0,0
