secs,cad,hr,km,kph,nm,watts,alt,lon,lat,headwind,slope,temp,interval,lrbalance,lte,rte,lps,rps,smo2,thb,o2hb,hhb
725,81,170,3.06917,14.3462,0,0,-4.93333,54.33349100,24.41685933,0,0.181546,-255,0,-255,0,0,0,0,0,0,0,0
726,81,170,3.07312,14.2847,0,0,-4.86667,54.33353000,24.41685817,0,0.350285,-255,0,-255,0,0,0,0,0,0,0,0
727,81,170,3.07707,14.2232,0,0,-4.8,54.33356900,24.41685700,0,0.519024,-255,0,-255,0,0,0,0,0,0,0,0
728,81,171,3.0811,14.3182,0,0,-4.8,54.33360867,24.41685400,0,0.519024,-255,0,-255,0,0,0,0,0,0,0,0
729,81,171,3.08513,14.4132,0,0,-4.8,54.33364833,24.41685100,0,0.519024,-255,0,-255,0,0,0,0,0,0,0,0
730,81,171,3.08916,14.5083,0,0,-4.8,54.33368800,24.41684800,0,0.765729,-255,0,-255,0,0,0,0,0,0,0,0
731,81,170,3.09324,14.5458,0,0,-4.8,54.33372800,24.41684340,0,1.01243,-255,0,-255,0,0,0,0,0,0,0,0
732,81,170,3.09733,14.5833,0,0,-4.8,54.33376800,24.41683880,0,0.843695,-255,0,-255,0,0,0,0,0,0,0,0
733,81,170,3.10141,14.6208,0,0,-4.8,54.33380800,24.41683420,0,0.674956,-255,0,-255,0,0,0,0,0,0,0,0
734,81,170,3.10549,14.6583,0,0,-4.8,54.33384800,24.41682960,0,0.506217,-255,0,-255,0,0,0,0,0,0,0,0
735,81,170,3.10957,14.6958,0,0,-4.8,54.33388800,24.41682500,0,0.337478,-255,0,-255,0,0,0,0,0,0,0,0
736,81,171,3.11369,14.7534,0,0,-4.7,54.33392850,24.41682200,0,0.411801,-255,0,-255,0,0,0,0,0,0,0,0
737,81,171,3.1178,14.811,0,0,-4.6,54.33396900,24.41681900,0,0.486125,-255,0,-255,0,0,0,0,0,0,0,0
738,82,171,3.12183,14.747,0,0,-4.6,54.33400860,24.41682220,0,0.486125,-255,0,-255,0,0,0,0,0,0,0,0
739,82,171,3.12585,14.683,0,0,-4.6,54.33404820,24.41682540,0,0.486125,-255,0,-255,0,0,0,0,0,0,0,0
740,82,171,3.12988,14.619,0,0,-4.6,54.33408780,24.41682860,0,0.486125,-255,0,-255,0,0,0,0,0,0,0,0
741,82,171,3.1339,14.5549,0,0,-4.6,54.33412740,24.41683180,0,0.486125,-255,0,-255,0,0,0,0,0,0,0,0
742,82,171,3.13793,14.4909,0,0,-4.6,54.33416700,24.41683500,0,0.486125,-255,0,-255,0,0,0,0,0,0,0,0
743,82,171,3.14198,14.5855,0,0,-4.8,54.33420700,24.41683600,0,0,-255,0,-255,0,0,0,0,0,0,0,0
744,81,171,3.14602,14.5751,0,0,-4.84,54.33424680,24.41683380,0,-0.106596,-255,0,-255,0,0,0,0,0,0,0,0
745,81,171,3.15005,14.5648,0,0,-4.88,54.33428660,24.41683160,0,-0.205675,-255,0,-255,0,0,0,0,0,0,0,0
746,81,171,3.15409,14.5545,0,0,-4.92,54.33432640,24.41682940,0,-0.547817,-255,0,-255,0,0,0,0,0,0,0,0
747,81,171,3.15813,14.5441,0,0,-4.96,54.33436620,24.41682720,0,-0.889959,-255,0,-255,0,0,0,0,0,0,0,0
748,81,171,3.16216,14.5338,0,0,-5,54.33440600,24.41682500,0,-0.989039,-255,0,-255,0,0,0,0,0,0,0,0
749,82,171,3.16611,14.3746,0,0,-5.1,54.33444500,24.41682500,0,-1.24228,-255,0,-255,0,0,0,0,0,0,0,0
750,82,171,3.17006,14.2155,0,0,-5.2,54.33448400,24.41682500,0,-1.49553,-255,0,-255,0,0,0,0,0,0,0,0
751,81,171,3.17414,14.3104,0,0,-5.2,54.33452420,24.41682240,0,-1.49553,-255,0,-255,0,0,0,0,0,0,0,0
752,81,171,3.17822,14.4052,0,0,-5.2,54.33456440,24.41681980,0,-1.49553,-255,0,-255,0,0,0,0,0,0,0,0
753,81,171,3.1823,14.5001,0,0,-5.2,54.33460460,24.41681720,0,-1.00189,-255,0,-255,0,0,0,0,0,0,0,0
754,81,171,3.18638,14.5949,0,0,-5.2,54.33464480,24.41681460,0,-0.902808,-255,0,-255,0,0,0,0,0,0,0,0
755,81,171,3.19046,14.6898,0,0,-5.2,54.33468500,24.41681200,0,-0.803728,-255,0,-255,0,0,0,0,0,0,0,0
756,81,170,3.19463,14.9927,0,0,-5.2,54.33472600,24.41680900,0,-0.704649,-255,0,-255,0,0,0,0,0,0,0,0
757,80,170,3.19896,15.1125,0,0,-5.24,54.33476740,24.41679920,0,-0.697925,-255,0,-255,0,0,0,0,0,0,0,0
758,80,170,3.20329,15.2323,0,0,-5.28,54.33480880,24.41678940,0,-0.691201,-255,0,-255,0,0,0,0,0,0,0,0
759,80,170,3.20762,15.3522,0,0,-5.32,54.33485020,24.41677960,0,-0.530312,-255,0,-255,0,0,0,0,0,0,0,0
760,80,170,3.21195,15.472,0,0,-5.36,54.33489160,24.41676980,0,-0.369423,-255,0,-255,0,0,0,0,0,0,0,0
761,80,170,3.21628,15.5919,0,0,-5.4,54.33493300,24.41676000,0,-0.461779,-255,0,-255,0,0,0,0,0,0,0,0
762,80,171,3.22072,15.9704,0,0,-5.4,54.33496800,24.41673600,0,-0.461779,-255,0,-255,0,0,0,0,0,0,0,0
763,82,171,3.2253,16.0753,0,0,-5.4,54.33500180,24.41670860,0,-0.461779,-255,0,-255,0,0,0,0,0,0,0,0
764,82,171,3.22988,16.1803,0,0,-5.4,54.33503560,24.41668120,0,-0.461779,-255,0,-255,0,0,0,0,0,0,0,0
