secs,cad,hr,km,kph,nm,watts,alt,lon,lat,headwind,slope,temp,interval,lrbalance,lte,rte,lps,rps,smo2,thb,o2hb,hhb
136,82,150,0.618199,16.2271,0,0,11.2,54.43687300,24.52566500,0,-1.09909,-255,0,-255,0,0,0,0,0,0,0,0
137,82,148,0.622458,15.7798,0,0,10.8,54.43691150,24.52564950,0,-2.17273,-255,0,-255,0,0,0,0,0,0,0,0
138,82,148,0.626717,15.3326,0,0,10.4,54.43695000,24.52563400,0,-2.8652,-255,0,-255,0,0,0,0,0,0,0,0
139,82,148,0.630868,15.1382,0,0,11,54.43699050,24.52562800,0,-1.17306,-255,0,-255,0,0,0,0,0,0,0,0
140,82,148,0.635019,14.9438,0,0,11.6,54.43703100,24.52562200,0,0.519067,-255,0,-255,0,0,0,0,0,0,0,0
141,82,148,0.639405,15.7873,0,0,10.4,54.43707400,24.52562700,0,-1.97059,-255,0,-255,0,0,0,0,0,0,0,0
142,82,148,0.643826,15.917,0,0,9.4,54.43711600,24.52563800,0,-3.98562,-255,0,-255,0,0,0,0,0,0,0,0
143,82,147,0.648225,15.8769,0,0,9.6,54.43715500,24.52565550,0,-3.53098,-255,0,-255,0,0,0,0,0,0,0,0
144,82,147,0.652624,15.8368,0,0,9.8,54.43719400,24.52567300,0,-3.07634,-255,0,-255,0,0,0,0,0,0,0,0
145,82,147,0.656373,13.4953,0,0,10,54.43722600,24.52569000,0,-2.54283,-255,0,-255,0,0,0,0,0,0,0,0
146,82,147,0.660491,14.8242,0,0,9.8,54.43725700,24.52571400,0,-3.02852,-255,0,-255,0,0,0,0,0,0,0,0
147,82,147,0.664837,15.098,0,0,9.73333,54.43728167,24.52574600,0,-2.24274,-255,0,-255,0,0,0,0,0,0,0,0
148,82,147,0.669183,15.3718,0,0,9.66667,54.43730633,24.52577800,0,-1.45697,-255,0,-255,0,0,0,0,0,0,0,0
149,82,147,0.673529,15.6456,0,0,9.6,54.43733100,24.52581000,0,-3.05578,-255,0,-255,0,0,0,0,0,0,0,0
150,82,147,0.678579,18.1809,0,0,9.6,54.43735000,24.52585200,0,-4.5012,-255,0,-255,0,0,0,0,0,0,0,0
151,82,146,0.683348,17.1673,0,0,11.8,54.43736700,24.52589200,0,-1.76483,-255,0,-255,0,0,0,0,0,0,0,0
152,82,147,0.687986,16.9323,0,0,11.4,54.43738000,24.52593200,0,-0.365506,-255,0,-255,0,0,0,0,0,0,0,0
153,82,147,0.692624,16.6973,0,0,11,54.43739300,24.52597200,0,-1.68256,-255,0,-255,0,0,0,0,0,0,0,0
154,82,147,0.696968,16.1678,0,0,11.6,54.43739550,24.52601100,0,-0.755968,-255,0,-255,0,0,0,0,0,0,0,0
155,82,147,0.701312,15.6383,0,0,12.2,54.43739800,24.52605000,0,0.0917381,-255,0,-255,0,0,0,0,0,0,0,0
156,82,149,0.705808,15.9121,0,0,12.3,54.43738850,24.52608950,0,0.799845,-255,0,-255,0,0,0,0,0,0,0,0
157,82,149,0.710304,16.186,0,0,12.4,54.43737900,24.52612900,0,1.17566,-255,0,-255,0,0,0,0,0,0,0,0
158,82,147,0.714794,16.1626,0,0,13.2,54.43736400,24.52616700,0,3.11094,-255,0,-255,0,0,0,0,0,0,0,0
159,82,148,0.718646,13.868,0,0,12.4,54.43734700,24.52619800,0,1.18762,-255,0,-255,0,0,0,0,0,0,0,0
160,82,148,0.722473,13.7776,0,0,12.6,54.43732500,24.52622600,0,1.71021,-255,0,-255,0,0,0,0,0,0,0,0
161,82,145,0.726601,14.8593,0,0,13,54.43729700,24.52625300,0,2.6793,-255,0,-255,0,0,0,0,0,0,0,0
162,82,145,0.730719,14.8242,0,0,12,54.43726600,24.52627700,0,1.11325,-255,0,-255,0,0,0,0,0,0,0,0
163,81,148,0.735167,15.2212,0,0,12.6,54.43723167,24.52630200,0,3.32437,-255,0,-255,0,0,0,0,0,0,0,0
164,81,148,0.739616,15.6183,0,0,13.2,54.43719733,24.52632700,0,3.29185,-255,0,-255,0,0,0,0,0,0,0,0
165,81,148,0.744065,16.0153,0,0,13.8,54.43716300,24.52635200,0,3.25933,-255,0,-255,0,0,0,0,0,0,0,0
166,82,148,0.74868,16.3156,0,0,12.9,54.43712700,24.52637750,0,1.08696,-255,0,-255,0,0,0,0,0,0,0,0
167,82,148,0.753296,16.6158,0,0,12,54.43709100,24.52640300,0,-1.0854,-255,0,-255,0,0,0,0,0,0,0,0
168,82,148,0.757985,16.7491,0,0,11.2,54.43705450,24.52642900,0,-4.5732,-255,0,-255,0,0,0,0,0,0,0,0
169,82,148,0.762675,16.8825,0,0,10.4,54.43701800,24.52645500,0,-4.20239,-255,0,-255,0,0,0,0,0,0,0,0
170,82,149,0.767097,15.9207,0,0,9.4,54.43698400,24.52648000,0,-6.98618,-255,0,-255,0,0,0,0,0,0,0,0
171,82,150,0.771668,16.1883,0,0,10.3,54.43694900,24.52650600,0,-5.98637,-255,0,-255,0,0,0,0,0,0,0,0
172,82,150,0.776239,16.4558,0,0,11.2,54.43691400,24.52653200,0,-1.58899,-255,0,-255,0,0,0,0,0,0,0,0
173,82,151,0.780656,15.8983,0,0,11.8,54.43688100,24.52655800,0,-1.57906,-255,0,-255,0,0,0,0,0,0,0,0
174,82,152,0.785049,15.8715,0,0,12.2,54.43684767,24.52658333,0,-2.0174,-255,0,-255,0,0,0,0,0,0,0,0
175,82,152,0.789443,15.8447,0,0,12.6,54.43681433,24.52660867,0,-2.45575,-255,0,-255,0,0,0,0,0,0,0,0
176,82,152,0.793837,15.8179,0,0,13,54.43678100,24.52663400,0,0.404571,-255,0,-255,0,0,0,0,0,0,0,0
177,82,151,0.798028,15.0866,0,0,11.4,54.43675000,24.52665900,0,-1.46342,-255,0,-255,0,0,0,0,0,0,0,0
178,81,151,0.802398,15.2484,0,0,11.65,54.43671600,24.52668325,0,0.814509,-255,0,-255,0,0,0,0,0,0,0,0
179,81,151,0.806769,15.4102,0,0,11.9,54.43668200,24.52670750,0,3.09244,-255,0,-255,0,0,0,0,0,0,0,0
180,81,151,0.811139,15.572,0,0,12.15,54.43664800,24.52673175,0,5.92566,-255,0,-255,0,0,0,0,0,0,0,0
181,81,151,0.81551,15.7337,0,0,12.4,54.43661400,24.52675600,0,4.52877,-255,0,-255,0,0,0,0,0,0,0,0
182,82,150,0.82016,16.7411,0,0,13,54.43657200,24.52677300,0,3.85009,-255,0,-255,0,0,0,0,0,0,0,0
183,82,151,0.824971,17.3199,0,0,14,54.43652700,24.52678700,0,4.56999,-255,0,-255,0,0,0,0,0,0,0,0
184,82,152,0.829472,16.7614,0,0,12.7,54.43648300,24.52679300,0,0.771269,-255,0,-255,0,0,0,0,0,0,0,0
185,82,152,0.833973,16.203,0,0,11.4,54.43643900,24.52679900,0,-3.02745,-255,0,-255,0,0,0,0,0,0,0,0
186,82,151,0.838227,15.3166,0,0,11.8,54.43639700,24.52680100,0,-2.99766,-255,0,-255,0,0,0,0,0,0,0,0
187,81,149,0.842628,15.5797,0,0,11.7,54.43635400,24.52679500,0,0.593059,-255,0,-255,0,0,0,0,0,0,0,0
188,81,149,0.847029,15.8429,0,0,11.6,54.43631100,24.52678900,0,-0.206191,-255,0,-255,0,0,0,0,0,0,0,0
189,81,151,0.851385,15.762,0,0,11.9,54.43627100,24.52677450,0,-0.0894815,-255,0,-255,0,0,0,0,0,0,0,0
190,81,151,0.855741,15.6811,0,0,12.2,54.43623100,24.52676000,0,0.0272278,-255,0,-255,0,0,0,0,0,0,0,0
191,81,149,0.860528,17.2329,0,0,11.4,54.43619100,24.52673700,0,-2.21601,-255,0,-255,0,0,0,0,0,0,0,0
192,81,149,0.864943,16.5636,0,0,11.4,54.43615900,24.52671000,0,-3.50625,-255,0,-255,0,0,0,0,0,0,0,0
193,81,149,0.869358,15.8943,0,0,11.4,54.43612700,24.52668300,0,-5.58478,-255,0,-255,0,0,0,0,0,0,0,0
194,81,148,0.873862,16.0016,0,0,11.3333,54.43610067,24.52665033,0,-2.84442,-255,0,-255,0,0,0,0,0,0,0,0
195,81,148,0.878367,16.1089,0,0,11.2667,54.43607433,24.52661767,0,-0.104067,-255,0,-255,0,0,0,0,0,0,0,0
196,81,148,0.882871,16.2162,0,0,11.2,54.43604800,24.52658500,0,-1.19223,-255,0,-255,0,0,0,0,0,0,0,0
197,82,149,0.8871,15.7204,0,0,11.3,54.43603300,24.52654950,0,-0.728534,-255,0,-255,0,0,0,0,0,0,0,0
198,82,149,0.891329,15.2245,0,0,11.4,54.43601800,24.52651400,0,-0.264843,-255,0,-255,0,0,0,0,0,0,0,0
199,82,151,0.895386,14.9143,0,0,11.6,54.43601150,24.52647800,0,-0.460555,-255,0,-255,0,0,0,0,0,0,0,0
200,82,151,0.899443,14.604,0,0,11.8,54.43600500,24.52644200,0,-0.656268,-255,0,-255,0,0,0,0,0,0,0,0
201,82,150,0.903447,14.4155,0,0,11.6,54.43600600,24.52640600,0,0.51549,-255,0,-255,0,0,0,0,0,0,0,0
